ETF_Ticker,ticker,name,weight,Date_Scraped
FPX,GEV,GE Vernova Inc.,0.1213,2026-02-15
FPX,MDLN,Medline Inc. (Class A),0.053200000000000004,2026-02-15
FPX,APP,Applovin Corp. (Class A),0.0443,2026-02-15
FPX,CEG,Constellation Energy Corporation,0.0374,2026-02-15
FPX,IBM,International Business Machines Corporation,0.0368,2026-02-15
FPX,PLTR,Palantir Technologies Inc. (Class A),0.0345,2026-02-15
FPX,SNDK,Sandisk Corporation,0.03,2026-02-15
FPX,WBD,"Warner Bros. Discovery, Inc.",0.0275,2026-02-15
FPX,ASTS,"AST SpaceMobile, Inc.",0.0269,2026-02-15
FPX,STX,Seagate Technology Holdings Plc,0.025699999999999997,2026-02-15
FPX,DTM,"DT Midstream, Inc.",0.0227,2026-02-15
FPX,GEHC,GE HealthCare Technologies Inc.,0.0226,2026-02-15
FPX,IOT,Samsara Inc. (Class A),0.0195,2026-02-15
FPX,DASH,"DoorDash, Inc. (Class A)",0.0183,2026-02-15
FPX,AMRZ,Amrize Ltd,0.0177,2026-02-15
FPX,VTR,"Ventas, Inc.",0.0177,2026-02-15
FPX,LITE,Lumentum Holdings Inc.,0.0176,2026-02-15
FPX,COR,Cencora Inc.,0.0167,2026-02-15
FPX,NRG,"NRG Energy, Inc.",0.0154,2026-02-15
FPX,THC,Tenet Healthcare Corporation,0.0152,2026-02-15
FPX,HOOD,"Robinhood Markets, Inc. (Class A)",0.0151,2026-02-15
FPX,CR,Crane Company,0.0143,2026-02-15
FPX,SOLS,Solstice Advanced Materials Inc.,0.0131,2026-02-15
FPX,ETR,Entergy Corporation,0.0124,2026-02-15
FPX,SOLV,Solventum Corporation,0.0121,2026-02-15
FPX,RDDT,"Reddit, Inc. (Class A)",0.011699999999999999,2026-02-15
FPX,TPG,TPG Inc. (Class A),0.011699999999999999,2026-02-15
FPX,BBIO,"BridgeBio Pharma, Inc.",0.0109,2026-02-15
FPX,NXT,Nextpower Inc. (Class A),0.009899999999999999,2026-02-15
FPX,CRBG,"Corebridge Financial, Inc.",0.0098,2026-02-15
FPX,CRWV,"CoreWeave, Inc. (Class A)",0.0098,2026-02-15
FPX,RIVN,"Rivian Automotive, Inc. (Class A)",0.0096,2026-02-15
FPX,AHR,"American Healthcare REIT, Inc.",0.0086,2026-02-15
FPX,RPRX,Royalty Pharma Plc (Class A),0.008100000000000001,2026-02-15
FPX,ULS,UL Solutions Inc. (Class A),0.008100000000000001,2026-02-15
FPX,SOFI,"SoFi Technologies, Inc.",0.0076,2026-02-15
FPX,CRDO,Credo Technology Group Holding Ltd,0.0072,2026-02-15
FPX,Q,"Qnity Electronics, Inc.",0.0068000000000000005,2026-02-15
FPX,HG,"Hamilton Insurance Group, Ltd. (Class B)",0.0067,2026-02-15
FPX,KVUE,Kenvue Inc.,0.0066,2026-02-15
FPX,LLYVK,"Liberty Live Holdings, Inc. (Class C)",0.006500000000000001,2026-02-15
FPX,BTSG,"BrightSpring Health Services, Inc.",0.0062,2026-02-15
FPX,REGN,"Regeneron Pharmaceuticals, Inc.",0.006,2026-02-15
FPX,RBRK,"Rubrik, Inc. (Class A)",0.0059,2026-02-15
FPX,SYM,Symbiotic Inc. (Class A),0.0058,2026-02-15
FPX,CTRE,"CareTrust REIT, Inc.",0.0055000000000000005,2026-02-15
FPX,CTRI,"Centuri Holdings, Inc.",0.0055000000000000005,2026-02-15
FPX,ACT,"Enact Holdings, Inc.",0.0055000000000000005,2026-02-15
FPX,COCO,"The Vita Coco Company, Inc.",0.0051,2026-02-15
FPX,ENVA,"Enova International, Inc.",0.0049,2026-02-15
FPX,GPGI,"GPGI Inc., (Class A)",0.0049,2026-02-15
FPX,NIC,"Nicolet Bankshares, Inc.",0.0049,2026-02-15
FPX,ATMU,Atmus Filtration Technologies Inc.,0.0046,2026-02-15
FPX,FOXA,Fox Corporation (Class A),0.0044,2026-02-15
FPX,KRMN,Karman Holdings Inc.,0.0044,2026-02-15
FPX,JXN,Jackson Financial Inc. (Class A),0.0040999999999999995,2026-02-15
FPX,TNL,Travel + Leisure Co.,0.004,2026-02-15
FPX,MKSI,"MKS, Inc.",0.0039000000000000003,2026-02-15
FPX,MRP,"Millrose Properties, Inc. (Class A)",0.0037,2026-02-15
FPX,BWA,BorgWarner Inc.,0.0036,2026-02-15
FPX,U,Unity Software Inc.,0.0034999999999999996,2026-02-15
FPX,ALHC,"Alignment Healthcare, Inc.",0.0034000000000000002,2026-02-15
FPX,LGND,Ligand Pharmaceuticals Inc. (Class B),0.0032,2026-02-15
FPX,SFD,"Smithfield Foods, Inc.",0.0032,2026-02-15
FPX,RAL,Ralliant Corporation,0.0031,2026-02-15
FPX,TTAN,"ServiceTitan, Inc. (Class A)",0.003,2026-02-15
FPX,VLTO,Veralto Corporation,0.003,2026-02-15
FPX,PRVA,"Privia Health Group, Inc.",0.0029,2026-02-15
FPX,NATL,NCR Atleos Corporation,0.0028000000000000004,2026-02-15
FPX,DAVE,Dave Inc. (Class A),0.0027,2026-02-15
FPX,SARO,"StandardAero, Inc.",0.0027,2026-02-15
FPX,EXEL,"Exelixis, Inc.",0.0026,2026-02-15
FPX,GMED,"Globus Medical, Inc. (Class A)",0.0026,2026-02-15
FPX,DINO,HF Sinclair Corp.,0.0024,2026-02-15
FPX,OKLO,Oklo Inc. (Class A),0.0024,2026-02-15
FPX,SAIL,"SailPoint, Inc.",0.0024,2026-02-15
FPX,IONS,"Ionis Pharmaceuticals, Inc.",0.0023,2026-02-15
FPX,DD,DuPont de Nemours Inc.,0.002,2026-02-15
FPX,CART,Maplebear Inc. (Instacart),0.002,2026-02-15
FPX,ALAB,"Astera Labs, Inc.",0.0019,2026-02-15
FPX,FIGR,"Figure Technology Solutions, Inc. (Class A)",0.0017000000000000001,2026-02-15
FPX,NUVL,"Nuvalent, Inc. (Class A)",0.0017000000000000001,2026-02-15
FPX,TEM,"Tempus AI, Inc. (Class A)",0.0016,2026-02-15
FPX,LZ,"LegalZoom.com, Inc.",0.0015,2026-02-15
FPX,VSAT,"ViaSat, Inc.",0.0015,2026-02-15
FPX,DOCN,"DigitalOcean Holdings, Inc.",0.0014000000000000002,2026-02-15
FPX,AMTM,"Amentum Holdings, Inc.",0.0013,2026-02-15
FPX,COMP,"Compass, Inc. (Class A)",0.0013,2026-02-15
FPX,MIR,"Mirion Technologies, Inc.",0.0013,2026-02-15
FPX,RITM,Rithm Capital Corp.,0.0013,2026-02-15
