date,ticker,trackinsight_key,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow,flow_zscore,flow_5d,flow_20d,regime,pressure
2026-05-28,MCHU,MCHU,246000.0,24.58,0.0,246000.0,246000.0,0.0,0.0,246000.0,246000.0,BALANCED,12.0
2026-05-29,MCHU,MCHU,0.0,23.85,-0.0294,246000.0,0.0,0.0,0.0,246000.0,246000.0,BALANCED,10.0
2026-06-01,MCHU,MCHU,0.0,22.27,-0.0664,246000.0,0.0,0.0,0.0,246000.0,246000.0,BALANCED,10.0
2026-06-02,MCHU,MCHU,0.0,24.9,0.1181,246000.0,0.0,0.0,0.0,246000.0,246000.0,BALANCED,10.0
2026-06-03,MCHU,MCHU,740000.0,24.68,-0.0088,986000.0,740000.0,0.0,1.6879,986000.0,986000.0,ACCUMULATION,54.1968
2026-06-04,MCHU,MCHU,0.0,24.55,-0.0055,986000.0,0.0,0.0,-0.5502,740000.0,986000.0,BALANCED,-3.7544
2026-06-05,MCHU,MCHU,-205000.0,20.48,-0.1658,781000.0,0.0,-205000.0,-1.0335,535000.0,781000.0,BALANCED,-17.8364
2026-06-08,MCHU,MCHU,0.0,21.87,0.0683,781000.0,0.0,0.0,-0.341,535000.0,781000.0,BALANCED,1.4762
2026-06-09,MCHU,MCHU,0.0,21.91,0.0014,781000.0,0.0,0.0,-0.3216,535000.0,781000.0,BALANCED,1.9593
2026-06-10,MCHU,MCHU,0.0,20.2,-0.0781,781000.0,0.0,0.0,-0.3053,-205000.0,781000.0,BALANCED,-17.6313
2026-06-11,MCHU,MCHU,0.0,22.5,0.1141,781000.0,0.0,0.0,-0.2911,-205000.0,781000.0,BALANCED,-17.2787
2026-06-12,MCHU,MCHU,0.0,23.61,0.0492,781000.0,0.0,0.0,-0.2788,0.0,781000.0,BALANCED,-6.9708
2026-06-15,MCHU,MCHU,0.0,26.12,0.1064,781000.0,0.0,0.0,-0.268,0.0,781000.0,BALANCED,-6.6988
2026-06-16,MCHU,MCHU,0.0,23.66,-0.0941,781000.0,0.0,0.0,-0.2583,0.0,781000.0,BALANCED,-6.4564
2026-06-17,MCHU,MCHU,0.0,22.9,-0.0321,781000.0,0.0,0.0,-0.2495,0.0,781000.0,BALANCED,-6.2386
2026-06-18,MCHU,MCHU,0.0,25.65,0.12,781000.0,0.0,0.0,-0.2417,0.0,781000.0,BALANCED,-6.0414
2026-06-19,MCHU,MCHU,0.0,25.65,0.0,781000.0,0.0,0.0,-0.2345,0.0,781000.0,BALANCED,-5.8617
2026-06-22,MCHU,MCHU,0.0,27.14,0.0581,781000.0,0.0,0.0,-0.2279,0.0,781000.0,BALANCED,-5.6972
2026-06-23,MCHU,MCHU,221000.0,22.13,-0.1845,1002000.0,221000.0,0.0,0.8881,221000.0,1002000.0,BALANCED,34.2025
2026-06-24,MCHU,MCHU,0.0,21.75,-0.0173,1002000.0,0.0,0.0,-0.2711,221000.0,1002000.0,BALANCED,3.2219
2026-06-25,MCHU,MCHU,0.0,22.52,0.0352,1002000.0,0.0,0.0,-0.2644,221000.0,756000.0,BALANCED,3.3892
2026-06-26,MCHU,MCHU,0.0,19.55,-0.1319,1002000.0,0.0,0.0,-0.2582,221000.0,756000.0,BALANCED,3.5446
2026-06-29,MCHU,MCHU,0.0,20.04,0.0253,1002000.0,0.0,0.0,-0.2524,221000.0,756000.0,BALANCED,3.6895
2026-06-30,MCHU,MCHU,0.0,20.99,0.0474,1002000.0,0.0,0.0,-0.247,0.0,756000.0,BALANCED,-6.1749
2026-07-01,MCHU,MCHU,0.0,19.83,-0.0553,1002000.0,0.0,0.0,-0.2419,0.0,16000.0,BALANCED,-6.0477
2026-07-02,MCHU,MCHU,0.0,18.02,-0.0912,1002000.0,0.0,0.0,-0.2371,0.0,16000.0,BALANCED,-5.9281
2026-07-03,MCHU,MCHU,0.0,18.02,0.0,1002000.0,0.0,0.0,-0.2326,0.0,221000.0,BALANCED,-5.8152
2026-07-06,MCHU,MCHU,0.0,19.27,0.0689,1002000.0,0.0,0.0,-0.2283,0.0,221000.0,BALANCED,-5.7087
2026-07-07,MCHU,MCHU,0.0,17.74,-0.0793,1002000.0,0.0,0.0,-0.2243,0.0,221000.0,BALANCED,-5.6077
2026-07-08,MCHU,MCHU,0.0,18.3,0.0316,1002000.0,0.0,0.0,-0.2205,0.0,221000.0,BALANCED,-5.512
2026-07-09,MCHU,MCHU,0.0,19.48,0.0645,1002000.0,0.0,0.0,-0.1724,0.0,221000.0,BALANCED,-4.3107
2026-07-10,MCHU,MCHU,0.0,19.62,0.0072,1002000.0,0.0,0.0,-0.1724,0.0,221000.0,BALANCED,-4.3107
2026-07-13,MCHU,MCHU,0.0,17.68,-0.0987,1002000.0,0.0,0.0,-0.1724,0.0,221000.0,BALANCED,-4.3107
2026-07-14,MCHU,MCHU,0.0,18.88,0.0676,1002000.0,0.0,0.0,-0.1724,0.0,221000.0,BALANCED,-4.3107
2026-07-15,MCHU,MCHU,0.0,18.51,-0.0198,1002000.0,0.0,0.0,-0.0095,0.0,221000.0,BALANCED,-0.2382
2026-07-16,MCHU,MCHU,0.0,16.53,-0.1065,1002000.0,0.0,0.0,-0.0095,0.0,221000.0,BALANCED,-0.2382
2026-07-17,MCHU,MCHU,0.0,16.24,-0.018,1002000.0,0.0,0.0,-0.1826,0.0,221000.0,BALANCED,-4.5644
2026-07-20,MCHU,MCHU,0.0,16.05,-0.0114,1002000.0,0.0,0.0,-0.1826,0.0,221000.0,BALANCED,-4.5644
2026-07-21,MCHU,MCHU,-343000.0,17.17,0.0695,659000.0,0.0,-343000.0,-4.4799,-343000.0,-343000.0,DISTRIBUTION,-100.0
2026-07-22,MCHU,MCHU,0.0,17.84,0.0392,659000.0,0.0,0.0,0.0538,-343000.0,-343000.0,BALANCED,-8.6562
2026-07-23,MCHU,MCHU,0.0,16.3,-0.0865,659000.0,0.0,0.0,0.0538,-343000.0,-343000.0,BALANCED,-8.6562
2026-07-24,MCHU,MCHU,0.0,15.29,-0.0615,659000.0,0.0,0.0,0.0538,-343000.0,-343000.0,BALANCED,-8.6562
2026-07-27,MCHU,MCHU,0.0,14.92,-0.0246,659000.0,0.0,0.0,0.0538,-343000.0,-343000.0,BALANCED,-8.6562
2026-07-28,MCHU,MCHU,0.0,14.07,-0.0568,659000.0,0.0,0.0,0.0538,0.0,-343000.0,BALANCED,1.3438
2026-07-29,MCHU,MCHU,62000.0,12.45,-0.1149,721000.0,62000.0,0.0,0.8354,62000.0,-281000.0,BALANCED,32.8844
2026-07-30,MCHU,MCHU,0.0,13.72,0.1018,721000.0,0.0,0.0,0.0261,62000.0,-281000.0,BALANCED,10.6526
2026-07-31,MCHU,MCHU,0.0,13.45,-0.0194,721000.0,0.0,0.0,0.0261,62000.0,-281000.0,BALANCED,10.6526
2026-08-03,MCHU,MCHU,0.0,13.79,0.0248,721000.0,0.0,0.0,0.0261,62000.0,-281000.0,BALANCED,10.6526
2026-08-04,MCHU,MCHU,0.0,15.78,0.1444,721000.0,0.0,0.0,0.1463,62000.0,-281000.0,BALANCED,13.6577
2026-08-05,MCHU,MCHU,0.0,14.65,-0.0716,721000.0,0.0,0.0,0.1463,0.0,-281000.0,BALANCED,3.6577
2026-08-06,MCHU,MCHU,0.0,13.36,-0.0883,721000.0,0.0,0.0,0.1463,0.0,-281000.0,BALANCED,3.6577
2026-08-07,MCHU,MCHU,0.0,17.07,0.2777,721000.0,0.0,0.0,0.1463,0.0,-281000.0,BALANCED,3.6577
2026-08-10,MCHU,MCHU,157000.0,15.73,-0.0782,878000.0,157000.0,0.0,2.2738,157000.0,-124000.0,ACCUMULATION,68.846
2026-08-11,MCHU,MCHU,0.0,15.58,-0.0095,878000.0,0.0,0.0,0.0583,157000.0,-124000.0,BALANCED,11.4582
2026-08-12,MCHU,MCHU,0.0,14.97,-0.0392,878000.0,0.0,0.0,0.0583,157000.0,-124000.0,BALANCED,11.4582
2026-08-13,MCHU,MCHU,0.0,14.31,-0.0443,878000.0,0.0,0.0,0.0583,157000.0,-124000.0,BALANCED,11.4582
2026-08-14,MCHU,MCHU,0.0,14.85,0.0379,878000.0,0.0,0.0,0.0583,157000.0,-124000.0,BALANCED,11.4582
2026-08-17,MCHU,MCHU,0.0,15.25,0.0273,878000.0,0.0,0.0,0.0583,0.0,-124000.0,BALANCED,1.4582
2026-08-18,MCHU,MCHU,0.0,14.46,-0.0521,878000.0,0.0,0.0,0.0583,0.0,219000.0,BALANCED,1.4582
2026-08-19,MCHU,MCHU,0.0,14.05,-0.0286,878000.0,0.0,0.0,0.0583,0.0,219000.0,BALANCED,1.4582
2026-08-20,MCHU,MCHU,0.0,13.58,-0.0332,878000.0,0.0,0.0,0.0583,0.0,219000.0,BALANCED,1.4582
2026-08-21,MCHU,MCHU,0.0,13.67,0.0069,878000.0,0.0,0.0,0.0583,0.0,219000.0,BALANCED,1.4582
2026-08-24,MCHU,MCHU,0.0,13.16,-0.0375,878000.0,0.0,0.0,0.0583,0.0,219000.0,BALANCED,1.4582
2026-08-25,MCHU,MCHU,0.0,12.9,-0.0195,878000.0,0.0,0.0,0.0583,0.0,219000.0,BALANCED,1.4582
2026-08-26,MCHU,MCHU,0.0,13.09,0.0148,878000.0,0.0,0.0,0.0583,0.0,157000.0,BALANCED,1.4582
2026-08-27,MCHU,MCHU,0.0,13.6,0.0387,878000.0,0.0,0.0,0.0583,0.0,157000.0,BALANCED,1.4582
2026-08-28,MCHU,MCHU,0.0,12.68,-0.068,878000.0,0.0,0.0,0.0583,0.0,157000.0,BALANCED,1.4582
2026-08-31,MCHU,MCHU,0.0,12.85,0.014,878000.0,0.0,0.0,0.0583,0.0,157000.0,BALANCED,1.4582
2026-09-01,MCHU,MCHU,0.0,12.13,-0.0561,878000.0,0.0,0.0,-0.2397,0.0,157000.0,BALANCED,-5.9928
2026-09-02,MCHU,MCHU,0.0,12.59,0.0376,878000.0,0.0,0.0,-0.2397,0.0,157000.0,BALANCED,-5.9928
