date,ticker,trackinsight_key,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow,flow_zscore,flow_5d,flow_20d,regime,pressure
2022-12-14,FBL,FBL,817000.0,27.23,0.0,817000.0,817000.0,0.0,0.0,817000.0,817000.0,BALANCED,12.0
2022-12-15,FBL,FBL,0.0,25.39,-0.0675,817000.0,0.0,0.0,0.0,817000.0,817000.0,BALANCED,10.0
2022-12-16,FBL,FBL,0.0,26.44,0.0414,817000.0,0.0,0.0,0.0,817000.0,817000.0,BALANCED,10.0
2022-12-19,FBL,FBL,0.0,24.79,-0.0625,817000.0,0.0,0.0,0.0,817000.0,817000.0,BALANCED,10.0
2022-12-20,FBL,FBL,0.0,25.63,0.034,817000.0,0.0,0.0,-0.4472,817000.0,817000.0,BALANCED,-1.1803
2022-12-21,FBL,FBL,0.0,26.5,0.0339,817000.0,0.0,0.0,-0.4082,0.0,817000.0,BALANCED,-10.2062
2022-12-22,FBL,FBL,0.0,25.62,-0.0333,817000.0,0.0,0.0,-0.378,0.0,817000.0,BALANCED,-9.4491
2022-12-23,FBL,FBL,0.0,25.9,0.0108,817000.0,0.0,0.0,-0.3536,0.0,817000.0,BALANCED,-8.8388
2022-12-27,FBL,FBL,0.0,25.51,-0.015,817000.0,0.0,0.0,-0.3333,0.0,817000.0,BALANCED,-8.3333
2022-12-28,FBL,FBL,0.0,25.09,-0.0164,817000.0,0.0,0.0,-0.3162,0.0,817000.0,BALANCED,-7.9057
2022-12-29,FBL,FBL,0.0,26.59,0.06,817000.0,0.0,0.0,-0.3015,0.0,817000.0,BALANCED,-7.5378
2022-12-30,FBL,FBL,0.0,26.61,0.0005,817000.0,0.0,0.0,-0.2887,0.0,817000.0,BALANCED,-7.2169
2023-01-03,FBL,FBL,0.0,28.07,0.0548,817000.0,0.0,0.0,-0.2774,0.0,817000.0,BALANCED,-6.9338
2023-01-04,FBL,FBL,0.0,28.95,0.0315,817000.0,0.0,0.0,-0.2673,0.0,817000.0,BALANCED,-6.6815
2023-01-05,FBL,FBL,0.0,28.8,-0.0053,817000.0,0.0,0.0,-0.2582,0.0,817000.0,BALANCED,-6.455
2023-01-06,FBL,FBL,0.0,29.83,0.0357,817000.0,0.0,0.0,-0.25,0.0,817000.0,BALANCED,-6.25
2023-01-09,FBL,FBL,0.0,29.63,-0.0066,817000.0,0.0,0.0,-0.2425,0.0,817000.0,BALANCED,-6.0634
2023-01-10,FBL,FBL,0.0,30.83,0.0406,817000.0,0.0,0.0,-0.2357,0.0,817000.0,BALANCED,-5.8926
2023-01-11,FBL,FBL,0.0,30.79,-0.0014,817000.0,0.0,0.0,-0.2294,0.0,817000.0,BALANCED,-5.7354
2023-01-12,FBL,FBL,0.0,32.11,0.0428,817000.0,0.0,0.0,-0.2236,0.0,817000.0,BALANCED,-5.5902
2023-01-13,FBL,FBL,0.0,32.17,0.0021,817000.0,0.0,0.0,-0.2182,0.0,0.0,BALANCED,-5.4554
2023-01-17,FBL,FBL,0.0,31.6,-0.018,817000.0,0.0,0.0,-0.2132,0.0,0.0,BALANCED,-5.33
2023-01-18,FBL,FBL,0.0,30.77,-0.0262,817000.0,0.0,0.0,-0.2085,0.0,0.0,BALANCED,-5.2129
2023-01-19,FBL,FBL,0.0,31.85,0.0351,817000.0,0.0,0.0,-0.2041,0.0,0.0,BALANCED,-5.1031
2023-01-20,FBL,FBL,0.0,32.96,0.0349,817000.0,0.0,0.0,-0.2,0.0,0.0,BALANCED,-5.0
2023-01-23,FBL,FBL,0.0,34.34,0.0418,817000.0,0.0,0.0,-0.1961,0.0,0.0,BALANCED,-4.9029
2023-01-24,FBL,FBL,0.0,34.28,-0.0016,817000.0,0.0,0.0,-0.1925,0.0,0.0,BALANCED,-4.8113
2023-01-25,FBL,FBL,0.0,33.69,-0.0174,817000.0,0.0,0.0,-0.189,0.0,0.0,BALANCED,-4.7246
2023-01-26,FBL,FBL,0.0,35.76,0.0614,817000.0,0.0,0.0,-0.1857,0.0,0.0,BALANCED,-4.6424
2023-01-27,FBL,FBL,0.0,37.35,0.0444,817000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644
2023-01-30,FBL,FBL,0.0,35.61,-0.0466,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-01-31,FBL,FBL,0.0,36.29,0.0193,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-01,FBL,FBL,0.0,37.85,0.0428,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-02,FBL,FBL,0.0,51.02,0.3481,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-03,FBL,FBL,0.0,50.08,-0.0184,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-06,FBL,FBL,0.0,49.88,-0.004,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-07,FBL,FBL,0.0,52.11,0.0446,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-08,FBL,FBL,0.0,48.76,-0.0642,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-09,FBL,FBL,0.0,46.55,-0.0453,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-10,FBL,FBL,0.0,45.04,-0.0325,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
2023-02-13,FBL,FBL,0.0,47.07,0.0452,817000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0
